"","diversification","turnover"
"1",2.17977325463294,0.0376000950179654
"2",1.64882066808833,0.109481761850328
"3",2.01739580532502,0.270739958162753
"4",1.51375579115599,0.163793982345313
"5",1.92337865945113,0.044424521802312
"6",2.04476502790832,0.0164803648411111
"7",1.92001798199836,0.112284317732606
"8",2.12081881692896,0.0796040159414652
"9",2.09405156549143,0.00591788413485987
"10",2.14333516111412,0.0533124702481155
"11",2.04241412647161,0.260578495600746
"12",1.9210065588174,0.0658858905505918
"13",1.65945575867306,0.292499049815463
"14",2.48356811733121,0.035578183959559
"15",1.8090404035185,0.174561622155742
"16",2.0693942223725,0.142523302964312
"17",1.71985157072566,0.155290503301267
"18",1.96472805679017,0.174567448684999
"19",2.08133055045479,0.74884569199129
"20",2.28533525287286,0.034486570582372
"21",1.66621346517179,0.072075160160823
"22",1.97061559733147,0.161053794872831
"23",2.1001614200988,0.0361587777643486
"24",2.51687498714189,0.0560580865239745
"25",2.08855199816047,0.0849720681814751
"26",1.95070671416821,0.0386387478211087
"27",1.73375506024705,0.00822128707802102
"28",1.98913869303919,0.0760378222452597
"29",1.74597505418477,0.341142820524949
"30",2.06820589891569,0.150356955590594
"31",1.98448676845506,0.066071112680904
"32",1.98683835031951,0.0734453723644941
"33",1.75889986809811,0.219810460788219
"34",1.9171863499336,0.0829393136103508
"35",2.06505414246277,0.0329435842578812
"36",2.00355208444302,0.0147337088753074
"37",1.90004453265044,0.00905056776027307
"38",2.21120286219749,0.0238360635713341
"39",2.41546714341339,0.0238642548750497
"40",1.67960681374972,0.101844857130314
"41",2.34264276926602,0.0351624710193522
"42",1.71082035604026,0.218153110354508
"43",2.05385640344269,0.146245492137293
"44",2.41707346577136,0.0737757752640545
"45",1.94802915598466,0.0359435283955696
"46",2.29868702202783,0.0842556328753356
"47",2.17294283978351,0.342969491943777
"48",1.97036772222331,0.025742798314306
"49",1.83167660166068,0.162797693012089
"50",1.94794051493951,0.00991654866047994
"51",2.30091828581693,0.0742640748079627
"52",1.64885784548687,0.678771704717549
"53",1.88590276385509,0.100617310394314
"54",1.83998075943177,0.198171294277383
"55",1.79064659254135,0.0791681148101305
"56",2.02445960330631,0.0934509417835144
"57",2.13461951878466,0.083044870369556
"58",2.12379071954131,0.0719546915691383
"59",2.19599976853757,0.0585555777932708
"60",1.98440607381396,0.0864446941134976
"61",2.10629739979194,0.0494829379316182
"62",1.73537555383713,0.125432879097609
"63",1.55443930472506,0.0232320995741865
"64",1.83989756763653,0.0626024428578966
"65",2.18252949198748,0.00684110113847855
"66",1.62159336399056,0.418862450830753
"67",1.59512580025585,0.77903172047889
"68",1.67376934988619,0.0316357451437201
"69",2.0041008242707,0.107804939100244
"70",2.41903601954816,0.0130346839301312
